[2026-08-22T15:40:05+00:00] monitor started: experiment=realworld-opencode-x-preview-f-free-high-all-20260822-1838 arms=baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd runs=1 jobs=5 rework_attempts=2
[2026-08-22T15:40:05+00:00] starting attempt 1 (fresh): /home/user/my/harness-benchmark/.venv/bin/python3 -m benchmark run-all --experiment-id realworld-opencode-x-preview-f-free-high-all-20260822-1838 --problem realworld --arms baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd --runs 1 --jobs 5 --agent opencode --provider opencode_auth --model x-preview-f-free --thinking high --rework-attempts 2
[2026-08-22T15:40:05+00:00] heartbeat: 0/12 slots complete; pending: baseline/run_1: no state.json; doorstop/run_1: no state.json; graphify/run_1: no state.json; ponytail/run_1: no state.json; +8 more; experiment processes=1
[2026-08-22T22:17:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:18:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:19:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:20:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:21:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:22:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:23:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:24:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:25:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:26:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:27:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:28:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:29:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:30:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:31:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:32:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:33:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:34:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:35:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:36:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T22:37:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=1
[2026-08-22T22:38:26+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=1
[2026-08-22T22:38:53+00:00] attempt 4 ended with exit=0; 11/12 slots complete
[2026-08-22T22:38:53+00:00] restart limit reached (3); leaving incomplete results for manual triage
